StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
DL038,2019-03-19,126.19,287.81,58.26,88.6,94.43,36.13,1.49,25.17,33.53,6.36,74.47,,296.0,Poor
DL034,2018-12-27,290.92,536.15,60.74,81.53,91.48,26.84,3.36,21.13,44.16,27.54,114.86,,513.0,Severe
DL027,2019-10-13,125.51,198.28,5.76,4.78,9.56,45.95,1.19,3.64,16.12,1.28,4.15,,269.0,Poor
TN001,2016-05-13,87.71,,3.95,15.76,12.68,,1.87,3.05,37.09,1.06,0.98,,140.0,Moderate
DL034,2019-07-17,25.68,73.57,20.25,11.38,21.66,9.65,0.72,12.9,27.08,1.84,26.61,,98.0,Satisfactory
KA002,2020-03-22,27.34,,18.72,22.42,30.68,,0.93,7.16,31.47,0.0,0.0,,83.0,Satisfactory
TG004,2018-07-19,10.44,32.57,11.06,55.32,39.51,9.04,0.32,2.72,6.24,0.91,5.82,9.31,49.0,Good
DL017,2018-05-13,69.13,205.73,30.78,25.81,56.59,,0.77,,47.31,0.0,0.0,0.0,225.0,Poor
TG005,2015-09-20,105.12,,23.8,17.08,40.83,,0.54,0.96,12.98,0.77,4.13,0.05,271.0,Poor
TN003,2015-06-12,77.13,,6.81,13.99,17.28,52.24,2.12,9.38,,,,,152.0,Moderate
DL002,2016-07-11,46.68,101.97,19.1,40.77,62.41,68.58,1.26,9.0,10.69,5.61,23.37,,119.0,Moderate
UP014,2019-09-17,33.78,,11.29,13.05,20.12,,1.39,3.65,25.14,0.89,18.28,,100.0,Satisfactory
RJ006,2017-11-11,116.73,239.91,56.5,94.86,151.37,86.44,1.3,6.82,110.11,7.12,39.66,,279.0,Poor
UP014,2019-05-05,55.03,,14.89,72.72,48.86,,1.18,5.01,59.92,1.42,14.06,,124.0,Moderate
TN003,2019-07-13,34.79,,7.84,14.31,22.11,35.18,1.18,7.45,,,,,95.0,Satisfactory
UP012,2019-07-10,14.77,,7.16,25.7,19.4,,0.41,1.01,9.53,0.21,2.55,,44.0,Good
DL019,2016-02-27,121.93,243.82,51.04,85.09,145.53,15.41,1.02,32.31,23.58,3.83,7.86,,303.0,Very Poor
DL028,2016-05-23,115.94,115.94,7.56,53.98,58.42,51.41,0.68,17.25,208.78,0.28,1.19,,323.0,Very Poor
DL031,2019-10-25,85.36,261.66,95.53,50.81,120.22,19.56,2.55,11.33,61.23,,,,251.0,Poor
DL034,2018-11-06,168.52,348.01,10.87,41.46,29.59,15.66,1.55,12.65,54.21,5.8,34.86,,401.0,Severe
DL018,2019-09-22,21.25,58.42,23.21,31.27,35.54,22.81,0.93,7.53,11.16,1.88,12.13,,76.0,Satisfactory
KA011,2020-05-13,12.57,40.76,1.57,4.85,3.85,4.24,0.54,1.92,25.98,0.19,1.23,,37.0,Good
GJ001,2018-10-13,96.65,,25.15,110.33,40.26,,25.15,53.75,59.62,3.87,21.26,7.16,536.0,Severe
TG001,2019-11-25,77.64,164.09,1.18,37.14,20.62,25.47,0.69,7.31,49.32,0.29,5.42,0.1,156.0,Moderate
TG003,2018-05-20,36.21,107.84,0.38,9.03,5.1,6.93,0.37,14.24,69.46,0.0,0.36,0.04,120.0,Moderate
DL011,2020-02-03,,,30.48,80.2,,,,19.67,28.07,5.92,48.77,,,
DL031,2018-05-26,116.57,249.26,137.3,93.27,162.55,34.99,2.17,44.44,21.29,28.1,27.67,,257.0,Poor
HR014,2019-09-11,68.45,,7.35,5.19,11.68,,0.34,13.79,41.78,2.0,5.99,,128.0,Moderate
BR007,2016-01-06,451.4,,196.42,40.48,223.87,,5.48,6.59,41.75,0.79,2.4,2.16,542.0,Severe
DL002,2015-06-29,52.36,132.12,12.98,47.41,175.84,44.79,0.91,12.04,72.17,0.72,5.82,,255.0,Poor
DL028,2018-02-06,143.42,143.42,29.35,98.69,119.54,45.92,1.14,25.04,267.46,1.28,2.88,,332.0,Very Poor
DL026,2019-07-01,51.38,194.02,6.84,27.06,19.97,20.5,0.83,13.64,57.19,2.98,50.42,,192.0,Moderate
OD001,2019-10-27,29.75,60.55,13.41,5.35,13.24,86.49,1.88,8.68,3.75,0.0,,,103.0,Moderate
RJ006,2019-06-06,65.82,151.18,10.26,14.37,24.63,24.67,0.38,14.01,64.68,0.44,2.87,,160.0,Moderate
DL023,2020-03-24,65.43,150.69,10.39,30.93,24.94,27.86,0.5,16.95,48.72,4.03,35.7,,146.0,Moderate
BR006,2020-06-06,9.24,26.37,2.71,8.21,4.9,,0.85,1.42,8.94,4.44,0.51,1.33,53.0,Satisfactory
DL019,2020-04-24,39.67,107.92,5.38,24.27,17.28,13.0,0.84,20.48,11.1,0.08,0.04,0.0,94.0,Satisfactory
HR014,2017-12-05,207.67,,7.53,19.69,16.1,,2.58,8.77,14.37,1.09,1.77,,372.0,Very Poor
DL027,2019-12-13,92.15,106.19,4.32,16.29,21.73,50.13,0.71,1.12,14.99,0.7,2.22,,319.0,Very Poor
MH007,2020-02-19,107.46,312.37,107.18,88.81,195.99,37.42,1.75,16.04,27.1,1.1,,,262.0,Poor
MH007,2020-02-14,64.44,216.71,91.84,47.06,138.81,37.94,1.13,9.91,17.72,0.74,,,179.0,Moderate
UP016,2017-10-03,81.24,,24.86,38.03,40.03,6.59,0.55,13.15,,,,,159.0,Moderate
DL036,2019-07-25,15.43,42.0,6.79,27.98,20.43,22.52,0.61,3.93,9.06,1.48,23.54,,68.0,Satisfactory
KA008,2019-12-08,27.69,58.78,19.58,42.21,38.38,11.73,1.27,3.36,28.71,0.4,2.49,,92.0,Satisfactory
RJ006,2020-03-13,72.42,234.48,6.69,31.14,37.8,12.93,0.6,15.69,67.47,1.66,40.85,,136.0,Moderate
TG004,2018-06-23,14.85,29.32,4.06,47.55,26.85,9.6,0.43,3.03,8.89,0.12,1.71,0.14,43.0,Good
KA009,2018-02-11,35.36,,2.58,16.68,13.32,62.54,0.91,21.44,,,0.91,,61.0,Satisfactory
OD002,2020-05-04,11.1,20.65,50.3,17.35,54.18,5.48,2.02,,47.93,0.0,,,100.0,Satisfactory
KA004,2019-05-25,35.81,65.69,7.18,41.64,27.98,13.92,0.45,3.07,69.5,2.52,6.54,,95.0,Satisfactory
PB001,2017-08-25,38.36,94.01,10.19,8.41,,12.13,0.67,8.64,10.34,2.22,0.95,16.79,106.0,Moderate
TN004,2018-11-02,14.29,,7.86,10.92,18.78,,0.98,3.48,8.74,0.03,1.37,,71.0,Satisfactory
AP005,2019-08-20,51.98,128.99,6.45,11.32,11.27,,1.05,10.99,11.92,6.69,20.74,5.89,108.0,Moderate
DL030,2018-11-10,270.73,379.6,11.34,27.2,38.54,,2.79,,31.19,0.0,0.0,0.0,404.0,Severe
KA009,2019-04-05,53.03,,3.2,20.14,23.34,29.14,0.85,3.42,,,0.85,,272.0,Poor
PB001,2020-01-27,61.56,94.0,10.19,10.77,19.76,12.31,0.64,11.17,32.32,2.11,2.12,2.0,90.0,Satisfactory
DL036,2020-05-18,69.31,115.31,2.49,19.77,12.54,25.44,0.69,16.96,93.3,2.13,31.2,,208.0,Poor
RJ004,2020-05-19,38.91,111.9,3.27,23.64,26.9,32.4,0.33,13.72,69.14,1.2,,,120.0,Moderate
RJ006,2019-08-25,38.28,70.28,9.66,30.93,40.59,58.35,0.43,10.39,29.29,0.2,3.73,,72.0,Satisfactory
OD001,2019-10-11,32.77,72.72,3.0,11.04,4.46,35.05,1.1,9.77,6.51,1.52,,,90.0,Satisfactory
DL018,2018-12-04,143.39,349.47,213.85,109.04,245.76,29.73,4.19,14.8,26.27,12.73,112.74,,322.0,Very Poor
DL033,2019-05-11,150.71,,8.03,51.57,33.55,,1.3,17.6,53.66,7.54,35.2,,334.0,Very Poor
DL031,2016-12-04,207.88,382.91,163.94,105.99,171.88,33.23,3.48,38.01,57.77,19.3,43.88,,357.0,Very Poor
RJ004,2018-02-04,57.77,168.63,8.42,10.45,18.87,16.31,1.3,15.46,74.63,0.96,,,148.0,Moderate
KL008,2020-03-14,28.26,57.47,7.98,14.31,14.06,10.95,0.82,11.02,45.52,,,,67.0,Satisfactory
BR007,2019-09-15,52.05,,22.29,72.68,32.34,,1.25,45.51,,8.88,34.79,29.18,94.0,Satisfactory
UP014,2019-03-26,75.24,,18.95,102.28,65.56,,1.13,10.47,27.05,0.54,7.13,,227.0,Poor
GJ001,2020-06-25,32.56,142.43,8.29,24.83,18.21,,0.65,11.73,40.54,0.98,51.94,1.22,95.0,Satisfactory
KL008,2018-12-21,69.3,103.17,2.67,8.28,6.52,5.41,2.77,25.33,65.28,,,,134.0,Moderate
RJ004,2020-05-21,36.07,88.26,5.62,29.57,35.18,42.15,1.09,9.68,77.62,2.33,,,116.0,Moderate
KA005,2019-11-30,,67.08,20.93,34.71,55.57,,1.93,9.77,,,,,105.0,Moderate
DL018,2019-08-02,30.14,74.66,7.85,38.1,26.71,39.63,1.07,8.56,25.64,3.35,13.44,,77.0,Satisfactory
DL022,2019-07-07,40.79,65.41,2.11,27.25,15.12,41.09,0.77,13.38,38.72,0.41,5.77,,82.0,Satisfactory
BR009,2020-01-22,102.35,185.73,98.96,81.08,180.03,27.71,1.77,9.59,2.26,1.54,28.29,10.42,247.0,Poor
OD002,2019-01-24,66.31,198.55,34.05,0.14,34.79,8.09,1.56,20.34,3.53,0.0,,,176.0,Moderate
RJ006,2020-01-25,58.79,119.24,71.89,50.97,103.1,105.34,1.45,13.77,55.64,2.54,5.62,,112.0,Moderate
KA009,2019-06-03,,,3.44,18.66,22.1,22.1,0.89,2.27,,,0.89,,315.0,Very Poor
DL027,2019-10-27,169.47,293.2,37.08,28.56,65.61,49.11,2.28,6.72,11.71,1.87,5.48,,334.0,Very Poor
DL005,2018-12-11,290.67,616.49,22.01,60.89,50.15,76.04,2.61,19.78,41.26,,142.13,,590.0,Severe
UP014,2016-12-09,208.07,,44.69,58.58,,,2.2,9.36,18.35,3.03,7.83,,248.0,Poor
DL026,2018-05-17,97.38,323.33,7.73,28.59,37.32,66.09,1.11,8.03,40.04,0.58,2.11,,237.0,Poor
UP014,2016-12-29,241.83,,21.53,45.89,,,1.55,11.46,42.36,4.49,10.48,,412.0,Severe
DL021,2015-07-15,67.46,,13.57,45.31,31.36,,1.33,5.29,12.48,2.38,2.68,,125.0,Moderate
KA005,2017-11-17,,90.39,12.79,62.3,38.04,,1.46,7.01,,,,,94.0,Satisfactory
DL016,2018-04-21,102.17,572.35,5.28,42.99,46.84,33.35,0.63,15.11,59.22,0.71,1.31,,510.0,Severe
UP016,2019-06-29,135.56,,27.43,26.82,36.21,15.11,0.98,2.53,,,,,315.0,Very Poor
UP014,2017-11-12,275.08,,10.03,57.56,38.52,,1.57,6.71,55.21,0.46,1.02,,413.0,Severe
DL023,2020-01-15,111.24,200.57,7.54,34.34,24.4,41.19,0.73,12.78,30.42,3.56,151.59,,231.0,Poor
DL036,2020-03-03,58.77,96.9,33.33,22.72,39.26,30.92,0.74,9.65,46.41,4.47,30.72,,150.0,Moderate
KA009,2017-08-18,26.83,,1.78,22.9,,24.69,,3.52,,,,,46.0,Good
DL033,2019-08-25,45.5,,10.85,35.38,27.48,,1.37,8.33,11.59,1.03,5.21,,122.0,Moderate
PB001,2019-04-06,92.19,167.42,9.8,22.71,32.14,9.58,0.77,,26.43,6.33,2.22,10.46,182.0,Moderate
DL016,2019-05-16,67.34,202.65,40.69,75.52,73.34,48.04,2.11,15.78,44.53,2.93,31.62,,163.0,Moderate
UP014,2018-02-01,147.0,,23.34,20.79,28.84,,1.35,6.51,33.13,2.94,9.35,,315.0,Very Poor
DL007,2015-04-06,129.33,195.47,11.78,12.97,24.72,,1.94,,32.4,2.47,3.8,2.64,290.0,Poor
KA009,2017-05-30,34.09,,0.78,21.86,,23.64,,4.01,,,,,54.0,Satisfactory
UP012,2017-03-30,129.07,,7.33,19.71,,,9.51,7.39,77.36,,,,350.0,Very Poor
RJ005,2018-10-07,65.05,141.23,26.82,45.55,45.08,5.38,0.91,8.95,48.45,1.99,3.96,,129.0,Moderate
DL015,2019-11-10,195.2,371.18,26.04,80.24,63.89,57.04,1.88,19.57,1.8,,27.01,,348.0,Very Poor
RJ005,2019-09-02,39.97,67.85,11.28,51.75,35.71,23.41,0.77,17.85,32.15,0.4,1.46,,66.0,Satisfactory
MH009,2019-07-03,22.18,45.1,146.18,9.06,155.23,4.21,0.54,25.9,7.09,15.53,,,162.0,Moderate
KL004,2020-04-21,13.76,25.64,79.03,8.93,70.82,7.34,1.02,13.07,1.3,,0.0,,91.0,Satisfactory
RJ005,2018-08-27,51.76,126.39,26.83,20.39,32.17,9.3,0.77,7.94,27.83,2.01,4.04,,107.0,Moderate
TG003,2018-01-06,71.42,152.72,4.16,34.97,21.98,13.75,1.11,16.07,34.93,0.21,2.41,0.8,144.0,Moderate
BR007,2020-02-18,67.65,,7.6,32.0,23.12,,1.16,5.01,,0.94,2.23,0.65,,
DL024,2018-07-21,40.77,94.1,15.5,38.96,31.38,31.52,1.25,13.67,42.23,1.08,28.65,,209.0,Poor
TG004,2018-11-30,69.11,158.45,18.45,103.71,62.62,2.23,0.83,46.21,38.63,22.39,197.72,70.69,140.0,Moderate
DL034,2019-07-03,34.78,136.14,7.63,28.06,20.92,11.28,0.45,3.79,45.23,1.91,13.29,,172.0,Moderate
WB008,2019-12-01,76.71,157.62,15.0,20.0,35.0,15.0,1.11,17.97,50.35,8.29,34.37,2.27,167.0,Moderate
DL036,2019-03-04,94.0,145.38,73.09,26.23,73.55,25.91,2.6,10.58,165.28,4.36,32.73,,234.0,Poor
DL027,2019-10-23,102.68,248.99,41.99,29.92,71.91,44.2,2.28,3.92,12.23,2.04,6.56,,188.0,Moderate
TG001,2019-07-25,19.59,69.83,9.65,26.53,18.06,39.81,0.31,27.13,21.8,0.05,2.39,0.14,58.0,Satisfactory
KA010,2015-11-25,,51.31,9.94,37.14,46.66,,1.15,3.82,,,,,88.0,Satisfactory
TG006,2018-09-10,57.45,94.03,15.3,44.21,35.96,18.97,0.7,2.89,34.81,1.42,12.28,1.09,90.0,Satisfactory
DL031,2016-11-02,503.9,680.0,121.76,151.56,270.5,102.7,4.73,32.86,63.17,21.46,43.29,,638.0,Severe
MP001,2019-12-27,58.7,124.83,11.62,55.18,38.89,18.09,1.0,10.2,47.03,,,,130.0,Moderate
DL034,2017-02-26,848.63,,73.34,62.83,92.17,40.54,,,,,,,815.0,Severe
DL012,2018-01-30,102.77,159.07,22.68,23.59,46.28,,1.44,,32.73,,,,285.0,Poor
TG003,2018-05-09,40.44,100.59,1.84,20.98,12.65,10.21,0.55,11.56,49.35,0.06,0.85,0.16,107.0,Moderate
DL026,2018-04-01,79.78,230.52,14.64,63.26,75.97,40.46,1.0,24.81,61.67,,,,223.0,Poor
DL022,2018-08-19,41.02,73.33,7.29,36.51,25.36,33.1,1.31,5.45,26.08,1.85,23.75,,86.0,Satisfactory
TN001,2015-01-25,,,9.02,13.0,21.01,,1.24,7.79,19.53,,,,,
DL016,2018-06-18,58.25,177.67,7.51,52.09,55.55,36.48,0.76,6.02,59.43,2.06,3.75,,180.0,Moderate
DL019,2016-02-13,93.16,272.21,5.1,48.24,49.97,25.12,0.79,26.67,27.06,2.99,4.7,,282.0,Poor
KA008,2019-01-14,63.79,124.46,13.27,49.21,36.96,8.95,1.74,3.17,54.2,0.86,4.46,,130.0,Moderate
TN004,2019-08-21,16.19,,9.34,19.46,28.72,,0.76,4.31,20.44,3.15,11.0,,49.0,Good
HR014,2017-03-17,80.97,,8.48,18.59,,,0.54,12.58,75.12,0.04,4.31,,,
DL017,2020-06-02,40.01,86.1,1.21,4.13,5.2,,0.59,,37.65,0.0,0.0,0.0,116.0,Moderate
DL034,2018-08-16,25.1,88.99,40.54,59.9,99.05,215.58,8.0,2.21,33.51,0.03,0.76,,177.0,Moderate
PB001,2019-11-16,86.49,164.0,17.17,9.91,27.08,13.0,0.36,13.01,11.08,2.31,3.22,2.0,259.0,Poor
JH001,2018-02-17,,99.2,9.34,9.42,,7.04,0.26,47.19,165.48,,,,225.0,Poor
OD001,2019-10-13,30.73,71.59,9.19,6.99,10.86,16.16,2.07,8.85,5.29,0.0,,,103.0,Moderate
UP012,2015-01-24,,,4.42,9.07,6.24,,4.98,,25.77,1.44,0.06,,,
KA010,2020-05-18,,36.4,38.99,16.15,22.1,,0.39,2.38,,,,,39.0,Good
AP005,2016-10-02,71.57,99.21,31.72,43.55,44.87,10.45,1.18,16.61,53.92,7.89,14.02,11.93,132.0,Moderate
PB001,2019-12-09,103.57,162.16,14.29,15.08,23.71,6.76,0.7,12.35,19.0,3.15,3.69,2.0,187.0,Moderate
TG002,2017-12-09,63.09,172.1,1.17,42.87,24.09,16.28,0.87,15.28,99.63,10.14,17.6,8.31,153.0,Moderate
DL005,2019-11-27,70.8,,4.22,36.95,23.08,38.81,0.92,11.29,44.97,,156.56,,197.0,Moderate
UP012,2016-09-29,19.14,,2.73,5.55,6.24,,1.73,4.17,13.33,0.13,0.16,,97.0,Satisfactory
MH006,2020-01-15,24.99,57.7,2.69,1.28,3.95,8.26,0.49,4.07,14.89,0.05,,,63.0,Satisfactory
KA010,2020-04-23,,55.16,8.08,17.1,24.98,,0.44,3.51,,,,,56.0,Satisfactory
TN001,2017-03-22,35.25,,2.76,7.12,5.53,,1.11,2.49,25.43,0.0,0.0,,57.0,Satisfactory
DL021,2015-06-29,63.98,,4.19,20.33,17.09,,,3.35,31.93,1.21,1.37,,142.0,Moderate
BR007,2019-04-01,46.83,,16.17,89.36,21.86,,1.02,49.33,72.42,1.49,15.04,5.53,149.0,Moderate
DL006,2019-06-17,39.91,125.02,56.24,34.47,81.09,,0.24,,30.47,,,,110.0,Moderate
RJ005,2018-09-29,83.11,211.36,107.81,24.9,84.2,13.55,1.36,6.85,20.92,1.46,3.42,,166.0,Moderate
DL036,2019-01-01,192.6,305.58,64.84,35.99,72.01,25.73,2.33,12.57,4.7,8.46,43.87,,364.0,Very Poor
KA009,2018-02-24,39.11,,,,6.85,,0.91,,,,0.91,,81.0,Satisfactory
DL006,2019-08-06,36.35,39.68,20.3,33.14,53.4,,0.47,,30.47,,,,79.0,Satisfactory
DL022,2018-12-08,164.19,244.41,27.02,60.92,54.42,36.35,1.4,8.86,42.06,3.31,18.71,,333.0,Very Poor
TN003,2018-06-07,27.39,,8.36,25.88,18.17,17.85,0.96,5.5,,,,,62.0,Satisfactory
BR007,2019-08-21,41.19,,9.25,15.58,9.64,,1.6,50.55,57.35,1.48,8.94,7.16,107.0,Moderate
PB001,2020-03-05,22.09,74.89,17.71,11.96,28.12,11.84,0.72,14.65,30.07,1.44,1.56,2.0,97.0,Satisfactory
DL028,2015-11-09,246.34,246.34,115.82,126.06,247.6,43.57,2.33,52.9,422.99,1.5,8.81,,398.0,Very Poor
TG006,2019-06-27,10.73,19.57,0.47,16.13,8.94,7.44,0.17,1.16,36.88,0.3,2.21,0.13,44.0,Good
UP014,2020-02-25,49.89,,7.27,22.18,17.61,,1.5,2.59,40.4,0.19,15.25,,178.0,Moderate
DL015,2018-12-06,285.42,492.17,85.09,71.31,163.06,69.2,3.3,22.18,8.36,9.01,60.0,,463.0,Severe
JH001,2019-09-05,11.0,17.54,8.89,9.2,,6.33,1.81,3.62,8.16,,,,106.0,Moderate
TG003,2018-07-26,9.28,38.74,0.47,3.02,1.98,7.67,0.33,13.82,20.94,0.0,0.11,0.0,44.0,Good
UP014,2020-05-01,41.27,,1.12,18.84,9.32,,1.1,4.08,26.68,30.74,5.59,,87.0,Satisfactory
UP014,2017-11-03,194.61,,11.88,62.75,42.76,,1.5,5.26,45.2,1.23,3.82,,345.0,Very Poor
MH006,2019-09-04,3.73,8.2,3.77,0.83,4.57,6.41,0.3,11.47,5.71,0.78,,,16.0,Good
TN005,2019-08-06,26.24,31.0,10.16,10.66,20.83,27.56,1.53,9.18,15.36,0.02,0.12,,81.0,Satisfactory
TN003,2018-04-03,39.69,,14.62,11.81,14.42,29.2,0.61,8.86,,,,,69.0,Satisfactory
DL034,2016-11-26,100.26,,36.74,84.35,74.16,12.44,,,,,,,231.0,Poor
TN002,2020-03-25,19.89,1.63,7.5,2.51,9.96,57.21,0.17,6.86,88.55,1.71,0.62,,,
DL028,2016-09-09,21.04,21.04,15.77,47.03,63.42,19.84,1.92,11.83,130.77,0.91,3.67,,151.0,Moderate
MH009,2020-05-18,18.42,97.7,7.99,7.59,15.58,6.44,0.22,22.86,21.57,0.77,,,107.0,Moderate
MH006,2019-11-15,54.96,81.89,1.84,5.0,6.84,9.89,0.3,7.23,11.49,0.06,,,87.0,Satisfactory
DL034,2018-12-23,327.6,573.96,138.61,28.98,126.26,35.36,4.7,23.11,33.43,34.79,124.01,,606.0,Severe
DL004,2018-05-16,85.16,223.42,,62.31,22.58,,2.45,,48.58,,,,179.0,Moderate
RJ006,2019-01-07,54.63,110.22,7.04,9.64,16.69,23.8,0.75,9.87,48.32,0.84,5.74,,211.0,Poor
DL012,2019-12-19,236.0,364.61,,,0.0,,1.48,,9.4,,,,327.0,Very Poor
MZ001,2020-05-30,3.43,7.24,11.61,0.21,15.46,12.93,0.22,11.38,0.24,30.73,31.04,,20.0,Good
DL011,2019-01-16,,,31.78,106.93,,,,18.41,30.3,6.74,131.37,,,
DL032,2018-07-29,43.33,119.8,6.75,23.3,17.9,39.44,0.83,10.75,10.82,1.2,28.09,,88.0,Satisfactory
DL013,2017-12-07,56.98,,16.05,55.23,23.96,35.12,0.54,7.95,,,,,119.0,Moderate
KA007,2019-05-04,36.86,110.22,1.47,14.62,8.98,9.17,0.72,2.23,50.25,0.15,1.18,,98.0,Satisfactory
DL022,2019-04-04,85.98,194.71,2.83,38.84,22.97,20.86,0.62,27.02,87.1,4.43,37.55,,205.0,Poor
DL015,2019-10-10,128.7,251.56,26.68,69.3,58.62,32.26,1.4,17.92,58.07,9.17,5.43,,241.0,Poor
TG005,2015-12-07,82.25,,10.13,29.0,38.93,,1.17,8.59,25.09,0.76,6.15,0.21,160.0,Moderate
DL026,2018-11-05,390.1,502.48,21.8,9.36,22.74,43.27,2.08,13.97,8.2,7.04,35.9,,425.0,Severe
DL034,2016-11-18,397.27,,94.3,125.78,141.89,24.14,,,,,,,909.0,Severe
BR007,2019-02-10,101.83,,18.66,96.51,36.31,,1.2,43.17,73.56,1.67,18.97,5.5,208.0,Poor
AP005,2019-02-22,52.8,118.58,10.35,40.23,29.58,10.5,0.67,10.17,28.71,1.87,5.97,0.41,103.0,Moderate
DL018,2020-06-24,27.9,53.96,1.5,17.92,10.76,30.42,0.53,15.38,33.41,1.34,5.32,,63.0,Satisfactory
TG003,2018-03-21,55.65,116.71,0.63,19.8,11.02,11.43,0.62,13.89,50.07,0.08,0.98,0.27,103.0,Moderate
UP012,2015-10-07,57.51,,23.6,15.32,6.24,,,7.27,46.48,,,,74.0,Satisfactory
DL002,2016-02-05,256.52,462.65,162.08,116.41,249.66,44.89,2.16,27.53,26.64,39.89,79.4,,458.0,Severe
DL003,2018-06-06,54.68,168.82,2.63,27.32,45.79,30.69,0.53,3.48,30.15,3.11,3.47,,149.0,Moderate
DL002,2018-03-28,183.38,436.81,85.84,87.15,98.36,37.18,1.21,38.25,44.94,37.19,24.26,,446.0,Severe
UP012,2019-07-04,23.45,,9.8,25.12,21.2,,0.58,1.45,11.65,0.46,0.79,,62.0,Satisfactory
TN003,2018-02-14,70.96,,8.26,26.01,16.78,111.03,0.64,6.19,,,,,202.0,Poor
OD002,2019-12-14,57.85,199.57,6.64,37.0,39.02,,1.8,10.08,15.04,0.0,,,140.0,Moderate
DL036,2019-01-05,255.08,382.5,140.35,36.41,133.79,39.24,3.02,9.19,18.07,14.9,92.86,,407.0,Severe
DL028,2016-09-02,28.42,28.42,10.19,42.23,51.54,21.66,1.15,9.6,113.74,0.59,2.17,,163.0,Moderate
TG004,2017-02-18,77.09,182.81,11.82,54.93,38.81,27.44,0.0,32.96,28.85,0.16,2.57,1.62,180.0,Moderate
KA009,2018-06-15,135.02,,19.94,98.06,21.66,54.13,0.65,5.54,,,0.65,,142.0,Moderate
TG002,2019-01-26,27.96,57.89,2.97,24.45,15.42,18.04,0.43,4.44,39.95,2.25,3.73,1.03,71.0,Satisfactory
AS001,2019-03-20,66.5,100.2,8.26,15.9,30.58,21.3,0.82,20.72,42.59,1.54,,,118.0,Moderate
KA002,2018-10-16,20.33,,13.71,28.09,23.1,,0.51,9.11,22.71,0.22,0.26,,41.0,Good
DL019,2018-03-30,78.08,200.29,6.75,53.14,54.4,16.66,1.06,16.91,29.59,4.71,16.63,,171.0,Moderate
DL025,2018-02-20,81.75,244.83,9.07,32.42,32.98,,1.23,,18.18,1.89,8.23,2.12,228.0,Poor
DL002,2016-07-21,91.34,644.14,114.99,61.63,211.72,56.71,1.3,9.4,22.37,7.41,17.41,,643.0,Severe
DL011,2019-08-14,,,28.38,40.97,,,,7.59,30.71,3.96,34.57,,,
DL037,2019-12-25,176.98,267.08,7.64,6.71,9.8,140.57,0.76,5.76,9.42,5.02,22.66,,402.0,Severe
DL037,2018-12-08,230.04,389.53,57.83,63.68,81.13,40.3,2.61,14.53,20.22,4.67,55.38,,358.0,Very Poor
BR007,2018-04-18,97.51,,9.15,11.83,8.61,,1.26,55.42,73.88,0.31,3.04,1.08,202.0,Poor
DL023,2018-03-17,111.58,230.54,3.75,12.02,17.1,53.17,0.42,10.17,39.68,0.91,2.61,,249.0,Poor
DL030,2018-05-16,61.15,140.16,6.03,26.39,25.06,,0.69,,24.15,0.0,0.0,0.0,116.0,Moderate
DL002,2018-05-26,100.0,315.61,93.62,173.02,74.54,26.49,2.0,9.54,36.23,9.85,3.1,,252.0,Poor
TG005,2020-02-17,65.62,,12.63,39.48,31.27,,0.77,16.77,37.77,6.3,40.81,1.1,144.0,Moderate
DL016,2018-06-06,60.17,173.55,4.22,39.85,43.83,56.15,1.43,13.08,59.69,0.99,1.82,,148.0,Moderate
DL019,2016-04-12,39.11,185.1,0.77,32.02,29.52,10.87,0.5,17.55,45.6,1.41,2.82,,178.0,Moderate
DL036,2019-12-17,90.04,108.92,5.09,21.93,15.82,47.12,0.56,4.88,30.59,2.08,5.83,,181.0,Moderate
DL012,2020-04-06,56.79,104.6,3.7,6.22,11.51,,0.65,,29.52,,,,107.0,Moderate
PB001,2019-06-14,41.37,96.26,12.73,10.38,13.38,10.57,0.61,35.25,32.36,3.22,1.55,6.45,98.0,Satisfactory
DL017,2019-05-10,67.16,269.21,8.29,2.73,11.02,,0.67,,33.96,0.0,0.01,0.02,249.0,Poor
DL009,2020-03-30,30.42,57.56,1.92,8.08,5.86,25.86,0.38,9.44,79.36,0.79,4.17,,99.0,Satisfactory
DL033,2019-03-11,140.11,,19.97,67.43,51.83,,1.1,13.33,33.76,18.3,49.06,,297.0,Poor
DL007,2018-06-02,65.44,116.03,21.03,26.3,47.32,,0.75,,10.56,0.0,0.0,0.0,141.0,Moderate
TG006,2018-06-05,31.23,60.16,3.42,35.93,21.9,20.58,0.64,2.82,42.4,1.41,15.15,2.14,67.0,Satisfactory
DL031,2018-07-16,46.75,74.25,19.21,41.37,37.66,27.61,1.14,17.28,74.42,2.8,22.14,,82.0,Satisfactory
DL033,2017-12-25,266.86,,100.59,49.41,106.75,,3.57,15.34,12.7,11.84,41.2,,399.0,Very Poor
DL021,2015-04-11,50.19,,14.13,22.25,38.81,,6.82,2.75,46.75,2.76,5.05,,324.0,Very Poor
TN003,2019-03-05,72.7,,183.38,149.33,175.54,118.25,0.82,41.16,,,,,103.0,Moderate
DL026,2020-02-25,132.75,244.75,36.58,49.54,56.18,37.31,1.18,17.82,24.03,2.87,40.07,,254.0,Poor
